title,revenue,screen,open,country,mpaa,genre,plot
황금시대,1.23725E7,120.0,2009,한국,15세관람가,드라마,쩐에 웃고 쩐에 우는    숏 숏 숏  은 2007년부터 시작한 한국단편영화제작 프로젝트이다  전주국제영화제는 영화제 10주년을 기념하여  이 시대의 최대 관심사 중 하나인  돈 을 주제로 충무로와 독립영화를 대표하는 젊은 감독 10명을 통해 우리 시대의 자화상을 이야기해보는 시간을 마련한다  최근  탈주 를 완성한 이송희일   보트 의 개봉을 앞둔 김영남   그녀는 예뻤다 의 최익환 감독을 비롯해서   은하해방전선 의 윤성호   저수지에서 건진 치타 의 양해훈 감독 등 총 10인의 감독이 참여하는 본 프로젝트는 각 10분 내외의 단편 10편으로 구성된 옴니버스 디지털 장편영화이다   The 10th JIFF Anniversary Film  Short  Short  Short  2009  Show Me the Money directed by 10 filmmakers including Lee song Hee il just completed Break Away 2009   Kim Young Nam the director of Boat 2009  which opening soon nation wide  Choe Equan who directed the feature Life Is Cool 2008  and Milky Way Liberation 2007  s Yoon Seong Ho and director Yang Hae Hoon of Who s That Knocking at My Door  2007  is A Digital Omnibus Feature Film which consists of 10 short episodes  each film runs up to 10 min  interlaced with money anecdotes that everyone might undergo at least once in their lives   segment  동전 모으는 소년 Coin Boy   권종관 감독    커다란 유리병에 동전을 모으는 소년이 주인공  외톨이 소년은 동전을 모아서 자신만의 소박한 꿈을 이루는 것이 유일한 낙이다  어느날 그 소년은 짝사랑하던 소녀를 위해 모은 동전들을 쓸 수 있게 되는데     결국  소년의 꿈을 이루어 주던 동전들이 전혀 얘기치 않은 용도로 쓰이게 되는 이야기   This film is led by a secondary school boy who collects coins in a huge glass jar  He collects coins while whishing his naive dreams to be true  However  he fails to get what he was hoping to buy  and he uses the coin jar as killing method   segment  페니 러버 Penny Lover   김성호 감독    그녀는 하룻밤 잠자리를 같이 한 어린 그 녀석으로부터 십 원짜리 동전을 받는다  세월은 흐르고 그 녀석에게도 새로운 여자친구가 생겼단다  마음 한 켠에 남아있는 이 알 수 없는 감정을 정리하고 싶은데 이 놈의 십 원짜리 동전은 어떻게 할까  A Woman In Her 30 S Receives A Cent From Her Sex Partner Who Is Younger Than She Is  After Having To Hear From Him That He Is Seeing Someone  She Is Going To End This Relationship  What Should She Do With The Cent Given   segment  백 개의 못  사슴의 뿔 Hundred Nails And A Deer Antler   김영남 감독    어느 여자노동자가 월급을 받기 위해 2개월째 공장이 멈춘 상황의 중년 사장을 찾아가는데  어느새 두 사람은 의도하지 않은 상황으로 대화가 발전하게 된다  돈을 받으려는 자와 돈을 줄 수 없는 자 사이의 누구도 미워할 수 없는 현실의 상황이 유머스럽게 낱낱이 밝혀진다  To Get Paid In Arrears  A Female Factory Laborer Visits A President Of A Factory Which Has Been Closed Down For Months  All Of A Sudden  Their Conversation Starts To Face Where It Didn T Intend To; The One Who To Get Paid And Another One Who To Pay Humorously Unveil An Appealing Present Situation   segment  톱 Saw   김은경 감독    고단한 하루를 마무리하려는 철물점 남자  그런 그에게 한 여자가 들어와 톱을 찾는데     Hardware Store Guy About To Close The Store After Such A Long Day  But A Woman Just Happens To Enter The Store And Look For A Saw   segment  담뱃값 A Tip For Cigarettes   남다정 감독    노숙자에게 담배 심부름을 시키는 아이들을 취재하러 공원에 나온 기자는 담배를 피우고 있는 한 여중생을 만나게 된다  여중생은 기자의 제안을 거절하지 못하는데      A News Reporter Came To The Park To Cover The Teenagers Asking Homeless People To Buy Them Cigarettes  The Reporter Asks A Favor To A Smoker Teenage Girl  And She Does Not Seem To Reject      segment  시트콤 Sitcom   양해훈 감독    나이트클럽 안  코스튬 플레이 인디언 남자 2명이 자신들의 계획대로 최후의 만찬을 즐긴다  한편  다른 방에서 상속녀라는 문경미가 액션 히어로들과 부킹 중이다  그들이 한 방에 모인 순간 배후의 이야기와 세력이 동시에 드러나기 시작한다   In A Booth At The Club  Two Men Dressed In Indian Costumes Enjoy  The Last Supper  As They Planned  In The Next Booth  Moon Kyeong Mi  The Blue Blooded Girl Is Playing With Action Heroes  As Everyone Gather Around Behind Stories And The Wirepuller Reveal   segment  신자유청년 Neo Liberal Man   윤성호 감독    주인공 임경업은 1년 넘게 로또 1등에 당첨되어 4000억이 넘는 거금을 손에 넣게 된다  고시원 총무로서의 본분을 다하던 그가 갑자기 많은 돈을 가지게 되고  이는 사회문화적으로 많은 파장을 일으키는데      Gosiwon  Low Priced Apartment Type Building In Korea  Manager Lim Kyeong Up Wins Lottery Over A Year In A Row  Earning 4000 Billion Won  Tremendous Amount Of Money That Lim Just Obtained Starts To Cause Trouble   segment  불안 Anxiety   이송희일 감독    직장도 잃고 주식으로 1억이란 돈을 날려버린 후 벼랑 끝에 몰린 한 가정의 벼랑 끝 한 순간   Desperate Lives Of A Family Who Just Lost Jobs And 100 Million Won For Stock Market Crash    segment  가장 빨리 달리는 남자 Fastest Man In The World   채기 감독    집 없는 방랑자의 일상  자기자신과 세상을 위한 무용하고도 유용한 행동들  언제나 그렇듯이 땅에 다리를 내려놓지 않고 가장 빠르게 움직인다   The Useless And Useful Day In The Life Of A Homeless Person  The Fastest Walker Without Even Putting His Feet On The Ground   segment  유언 LIVE  Our Last Words  Live   최익환 감독    세상에 속아 자살을 결심한 두 청년  억울함을 알리고자 자살 장면을 방송한다   Two Guys Air The Video Of Them Committing Suicide To Let The World Realize Their Innocence  
60년전  사선에서,534000.0,10.0,2010,한국,전체관람가,기타,단 하루도    죽은 전우의 이름을 잊어본 적 없습니다 전쟁이 일어난 지60년이 지난 2010년  흑백 필름 속에 존재 했던 젊은 사병들이 백발 노인이 되어 그때 그 순간의 기억들을 육성으로 남긴 전쟁 기록 다큐멘터리  연출의 변   2009년  종군기자들이 촬영한 6 25전쟁 미공개필름이 발견되었다  문득 60년동안 저 전쟁속에 있었던 스무살 청년들의 이야기가 듣고 싶어졌다  보훈병원에서 전쟁기념관에서 전우회에서 만난 노인들은 60년전의 그날 그 시간  내 옆의 전우의 이름까지 모두 기억하고 있었다  죽어도 잊지 못할 기억을 가진 늙은 노병들과 기억조차 없는 내가 60년의 기억을 공유한다  나는 이제 영화를 통해 이들을 기억하게 될 것이다   참고사항  한국전쟁 60주년을 기념해 제작된 다큐멘터리 영화  2009년 발견된 미공개필름  정의의 진격 영화필름과 전쟁 당시 스무살 남짓의 젊은 군인들의 육성증언에 기반해 기획 및 제작됐다 
헬 페스트,1.44358E7,391.0,2018,미국,15세관람가,공포,진짜 축제는 지금부터야  죽을 때까지 즐겨봐 세계적인 호러 축제  헬 페스트  그곳에 즐기러 간 10대들은 쇼인지 리얼인지 구분할 수 없는 살인을 목격하게 되고  살아남기 위해 무엇이 진짜인지 찾아내야 하는데 
13일의 금요일,1.1851255E9,902.0,2009,미국,18세관람가,공포,초대받은 이들은    다 죽을 것이다 달빛이 아름답게 빛나는 크리스탈 호수 캠프장에는 한가지 전설이 있다  20여 년 전 캠프 요원의 부주의로 한 아이가 익사한 후 그의 엄마가 아들의 복수를 위해 살인을 저지른 것  그러나 유일한 생존자가 그녀의 목을 베었고 이것을 지켜보는 한 아이가 있었다  익사한 줄 알았던 아이 제이슨  그날 이후 크리스탈 캠프장은 폐쇄되고 인적조차 드문 폐허가 되었다  그러나 밤만 되면 호수를 배회하는 그림자가 목격되고 있다는 것이다  그리고 20년이 지난 어느 날  크리스탈 호수로 친구들과 신나게 주말을 즐기러 온 트렌트와 친구들  근사한 차를 타고 별장에 도착한 들뜬 일행에게 뜻하지 않는 손님이 찾아온다  6주전 실종된 여동생을 찾는 클레이를 만난 것  주말 파티를 즐기려는 일행에게 왠지 낯선 방문자가 꺼림직하기만 하다  그러나 클레이의 동생 역시 크리스탈 호수에서 캠핑 중 실종되었으며 전설로만 여기던 제이슨이 점점 가깝게 다가오는 것을 알게 되는데 
미스트,2.0306145E9,1317.0,2008,미국,15세관람가,SF,당신이 알던 세상은 안개 속으로 사라진다   SF 서스펜스 블록버스터 평화로운 호숫가 마을 롱레이크  어느 날 강력한 비바람이 몰아친 뒤  기이한 안개가 몰려온다  데이빗은 태풍으로 쓰러진 집을 수리하기 위해 읍내 그의 어린 아들 빌리와 옆집 변호사 노튼과 함께 다운타운의 마트로 향한다  하지만 데이빗은 무언가 이상한 느낌을 떨쳐버릴 수 없었다  마켓에서 물건을 고르는 도중 동네 노인이 피를 흘리면서  안개 속에 무언가가 있다    뛰쳐 들어왔다  마트 밖은 이미 아무것도 보이지 않는 정체 불명의 안개로 뒤덮혔고  정체불명 거대한 괴생물체의 공격을 받는다  마트 안에는 주민들과 데이빗  그의 아들 빌리가 고립되었고  지금 밖으로 나간다면 모두 죽는다는 미친 예언자가 그곳을 더욱 절망스럽게 만든다  몇 시간 뒤 그들은 믿을 수 없는 괴물들의 등장으로 목숨의 위협을 받고  살기 위해 살아 남기 위해 싸우기로 결심한다  과연 그들 앞에 펼쳐진 것들은 인류의 재앙일까  그곳에서 그들은 살아나갈 수 있을까 
마더 데레사,1.40574E8,126.0,2005,기타,12세관람가,드라마,당신이 만날 수 있는 가장 아름다운 사랑    세상을 감싸 안은 어머니의 이름 영국의 식민 통치가 끝나가던 1940년대말의 인도는 분쟁의 소용돌이 한가운데에 있었다  힌두와 무슬림 사이의 끝없는 종교 분쟁은 캘커타를 살인과 범죄로 물들게 했고  권력자들의 횡포 역시 캘커타를 가난하고 힘없는 사람이 살아가기에 너무나 힘든 곳으로 만들고 있었다   가장 미소 微小 한 사람 안에 계신 하느님 을 위해 일하기로 결심한 데레사 수녀는 누구도 관심 갖지 않았던 가난한 자와 병든 자  버려진 어린이들에게 구원의 손길을 내밀었다  그러나 데레사 수녀의 선행의 길은 그리 평탄치 만은 않았다  탐욕스런 권력자들은 끊임없이 데레사 수녀의 활동에 제약을 가했고  몸담고 있는 교회마저 수녀원 밖의 활동을 금지하며 그녀를 시련과 고난으로 내몰았다  게다가 데레사 수녀의 사랑과 헌신의 봉사 활동이 알려지자  그녀의 이름이 도용되어 많은 투자자들이 손해를 보는 사기 사건이 일어났다  영국의 기자 아더 클라인은 데레사 수녀의 사업이 마각을 드려냈다며 악의적인 오보를 하고  데레사 수녀는 사랑의 선교회 존재 자체에 대해 위협을 받으며 힘든 상황에 처하게 되는데   
커터,1.322795E8,1287.0,2016,한국,18세관람가,범죄,우리 자수할까    우린 아무 문제 없을 거야   낯선 환경  낯선 분위기에 적응하지 못하고 배회하는 전학생 윤재  그에게  밝은 표정의 소녀  은영 이 친절을 베풀며 다가온다  하지만 그녀의 시선은 어딘지 모르게 차가운 분위기를 가진 소년  세준 을 향해있다   세준은 전학 온 윤재의 적응을 도와주고  그때부터 둘은 모든 것을 함께하게 된다   어느 날 돈이 필요하다는 윤재의 얘기에  아르바이트를 제안하는 세준  바로 술에 취한 여성들을 노리는 은밀한 제안   죄책감만 버린다면 쉽게 돈을 벌 수 있다는 위험한 생각에 점점 더 빠져드는 윤재와 세준  결국 해서는 안 될 끔찍한 일에 가담하게 되고  은영에게 그 모습을 들키고 만다     그리고 이 모든 것을 숨기기 위해 더욱 충격적인 사건을 저지르게 되는데   
극장판 헌터X헌터 : 더 라스트 미션,8112900.0,86.0,2014,기타,15세관람가,기타,수십 년 전 어느 날  모든 비극이 시작되었다  곤과 키르아  크라피카  레오리오는 배틀 올림픽을 보러 천공 격투장으로 향한다  그런데 갑자기 괴한들이 침입해 천공 격투장을 점거한다  그 괴한들의 정체는 수십 년 전 사라진 줄 알았던  그림자 의 후예들  그들이 원하는 건 모든 헌터의 죽음과 헌터 협회의 멸망이다  그림자의 수장은 수십 년 전 네테로에게 죽임을 당했던 온 怨  능력자 제드  네테로 회장마저 인질로 잡힌 위급한 상황에서 곤과 키르아  크라피카만이 그림자와 맞서 싸우게 되는데   이제야 떠오르는 헌터협회의 어둠의 역사  그리고 네테로의 숨겨진 과거  헌터 vs 헌터의 사투가 지금 시작된다 
맨 프럼 어스2: 홀로신,29000.0,19.0,2018,미국,12세관람가,드라마,14000년을 살아가는 남자의 일상과 그의 주변 인물들을 그린 SF 영화
극장판 나루토 질풍전: 로드 투 닌자,1.56817E8,418.0,2013,기타,전체관람가,기타,십 수년 전  수수께끼의 닌자 가면 남자에 의해 거대한 마수 구미가 풀려나고 만다  구미에 쫓겨 괴멸 위기에 처한 나뭇잎 마을  마을을 지킬 수 있는 방법은 단 한가지  리더인 4대 호카게 미나토와 아내 쿠시나가 함께 막 태어난 아들 나루토의 몸에 구미를 봉인하는 것 뿐  자신의 생명을 희생한 두 사람에 의해 가까스로 마을은 구해지고  그 미래는 나루토에게 맡겨지게 되는데  시간은 흘러  죽은 줄로 알고 있던 멤버까지 합세해 아카츠키가 나뭇잎 마을을 습격한다  그런데 이상하게도 아카츠키는 별다른 반격도 없이 물러난다  사투를 끝낸 나루토는 갑자기 나뭇잎 마을에 모습을 드러낸 가면 남자로부터 습격을 받는다  사쿠라와 나루토는 가면 남자의 동술에 당해 정신을 잃게 된다  그런데 눈을 뜬 두 사람 앞에 펼쳐진 나뭇잎 마을이 평소와 다르다는 것을 깨닫는다  카카시나  츠나데  제7반의 멤버  언제나 함께한 동료들이 마치 다른 사람인 것처럼 변해 있는 것이 아닌가  게다가 사스케까지 마을에 돌아와 있다  더 놀라운 것은 죽은 나루토의 부모 미나토와 쿠시나가 살아 있는 것   도대체 무슨 일이 일어 난 걸까  갑자기 눈앞의 현실이 변해버리고 만 것에 대해 당혹해 하는 나루토와 사쿠라  하지만 나루토는 부모와 만날 수 있게 되었다는 기쁨을 감출 수가 없다  한편  이 세계는 또 한번 가면 남자에 의해 존망의 위기를 맞게 된다  구미의 힘을 노리는 가면 남자  또 한번 나뭇잎 마을에 멸망의 위기가 찾아오게 되는데 과연  나루토는 가면 남자로부터 세계를 지켜낼 수 있을까 
미쓰 마마,3434000.0,76.0,2012,한국,15세관람가,기타, 우리 엄마는 결혼하지 않았어요  현진 27 의 관심사는 보통의 20대 여자들과 다르지 않다  최신 가요를 흥얼거리며 예뻐 보이기 위해 화장을 하지만 현재의 그녀에게 가장 중요한 우선 순위는 2살배기 딸 태희다  꼬박꼬박 육아일기를 쓰고 혼자 들기에도 벅찬 장난감 차를 손에 들고 계단을 오른다  그녀는 책임을 회피하는 태희 아빠에 대한 미련과 이상적인 가정에 대한 환상을 버리지 못하고 있다  지영 29 은 현진과는 다른 생각을 가지고 있다  소위 사랑에 풍덩 빠져도 봤고 사람에게 배신도 당해 보았기에 아직도 사랑을 꿈꾸며 결혼이 하고 싶은 현진을 이해할 수 없다고 말한다  형숙 40 은 미혼모에 대한 사회적 편견에 맞서 그들의 권리 신장을 위해 힘쓰고 있다  그동안 여러 미혼모들을 만나왔지만 다양한 계층과 지위를 막론하고 대부분의 남자들이 책임을 지지 않으려 했다고 한다  형숙 역시 홀로 준서 6 를 키우고 있는 미혼모이다  누구보다 당당하게 준서를 기르고 있지만 준서 아빠의 결혼 소식을 듣게 된 형숙의 마음은 복잡해진다  미혼모이자 21세기 대한민국에 살고 있는 여자들의 섹시하고 적나라한 이야기  쓰디쓴 진담도 달콤한 농담이 되어버리는 용감한 그녀들의 유쾌한 수다가 지금 시작된다 
카사노바,1.216087E8,126.0,2006,미국,15세관람가,멜로,희대의 바람둥이  카사노바     그것뿐이라면 현대의 가장 유명한 신화가 될 수 있었을까  18세기 베니스 최고의 남자   쟈코모 카사노바 히스레저 는 수많은 여자들의 정조를 유린하고 방탕한 생활을 한다  그의 악명은 바티칸 교황청에서 체포령을 내릴 정도    하지만 세상 모든 여자들의 사랑을 받은 그를 거부한 유일한 여인  프란체스카 브루니 시에나 밀러 를 만나게 되면서 카사노바도 새로운 국면을 맞이하게 되는데    헐리우드 최대의 매력남  히스레저 와 20세기 최고의 뉴스메이커  시에나 밀러 의 캐스팅만으로도 화제가 된  카사노바    그들이 가진 매력은 과연 무엇일까      
춤추는 동물원,2653000.0,35.0,2010,한국,15세관람가,드라마,한희정+몬구의 뮤직로맨스   너의 노래가 나를 사랑하게 해 너의 사랑이 나를 노래하게 해 뮤지션이 되기 위해 상경을 결심한 준수는 동물원의 친구 원숭이에게 이별노래를 불러주다 우연히 실연당한 인디 뮤지션 희정을 만난다  금새 둘은 음악이란 공통분모로 가까워지고 홍대 클럽에서 공연하는 희정의 기타 세션을 준수가 돕게 되면서  점점 애틋한 사랑의 마음이 된다  그리고 둘은 행복한 동거를 시작한다  그러던 어느 날  음악색깔이 다른 이유로 조금씩 삐걱거리던 둘의 관계는 공연 중 준수가 정해진 파트를 제 마음대로 연주한 후 심한 말다툼 끝에 어긋나고 만다  기획사에 발탁되어 점점 이름을 알리며 진짜 뮤지션이 되어가는 준수와 또다시 무대에서 홀로 연주하며 노래하게 된 희정  그러나 그들은 서로의 빈자리를 깨닫고 이끌리 듯 다시 서로를 찾기 시작하는데  
나는 곤경에 처했다!,1139000.0,7.0,2009,한국,18세관람가,코미디,서른을 눈앞에 둔 선우는 세상에 불만이 가득한 무명의 시인이다  그는 자신의 울분을 술로 달래는데 술에 취해 자주 사고를 친다  이런 그의 모습을 보고 여자친구인 유나는 작별을 고하는데  선우는 그런 현실을 인정할 수 없다  어떻게든 그녀의 마음을 돌리기 위해 애를 써보지만 그녀는 점점 멀어져가고  절친 선배  승규 가 좋아하는 연상의 여인  순애 는 알바까지 주면서 자꾸만 그에게 작업을 걸어온다  그러던 어느 날  술김에 순애의 집에서 하룻밤을 보내게 된 선우  그의 인생이 제대로 꼬이기 시작한다  헤어졌다 만나기를 반복하는 주인공의 모습은 인정욕구  충동  삼류 시인의 기질을 제대로 보여준다  그의 곤경은 이미 예정된 길이고  시인이 아닌가    우리는 이 길을 때로는 코믹하게  때로는 손가락질하며 지켜본다  곤경이란 무엇인가  그것은 예고된 파국인 동시에 구원받고자 하는 인간의 소망이다  이 역설적인 상황은 근래에 보기 드문 코미디 영화를 제대로 보여준다 
노조키메,1.80249E7,289.0,2016,기타,15세관람가,공포, 누군가가 나를 지켜보는 것 같아   마트에서 다급하게 테이프를 사온  유타로 는 창 틈  하수구 구멍  서랍 틈 등 집안의 모든 틈과 구멍을 병적으로 막아대며 공포에 사로잡혀 있다  하지만 그날 새벽  의문의 방울소리에 깬  유타로 는 미처 막아놓지 못한 구멍에서  의문의 눈 과 마주친다   같은 날  방송국 리포터  미시마 는 우연히 나간 현장 취재에서 허리가 뒤틀린 채 처참하게 죽어있는  유타로 를 보게 된다  시체의 기도에서 발견된 진흙 등 사건에 의문을 갖게 된  미시마 는  유타로 의 후배  카즈요 를 만나 그들이 갔던 로쿠부 고개에 대해 듣는다   살고 싶다면  꼭꼭 숨어라    로쿠부 고개에 다녀온 후  유타로 에게서 나타난 것과 같은 끔찍한 증상이  카즈요 에게서도 보이기 시작한다   미시아 는 남자친구와 함께 사건을 파헤치기로 하고 고학자로부터 토모라이 마을에 전해 내려오는 노조키메 괴담을 전해 듣게 되는데     노조키메를 마주하면 당신도 죽음을 피할 수 없다 
더 시크릿,1.634405E8,635.0,2008,기타,15세관람가,기타,함께 했던 모든 시간들    영원히 비밀입니다   이별은 그리움을 낳고 사랑은 비밀을 만듭니다    행복한 결혼 생활을 이어가고 있는 벤자민과 한나  어느 날  한나는 고등학생인 딸 사만다와 함께 겨울여행을 떠나던 중 불의의 교통사고를 당한다  이 소식을 접한 벤자민은 아내와 딸이 입원한 병원으로 정신 없이 달려가지만 아내 한나는 곧 죽고 만다  기적적으로 살아난 딸 사만다는 시간이 흐를수록 딸이 아닌 아내 한나 행세를 하려 하고 벤자민은 이런 사만다의 행동이 교통사고의 충격 때문에 일시적인 혼란에 빠진 것이라 여긴다  하지만 아내와 자신만의 비밀까지 모두 알고 있는 딸    이윽고 벤자민은 아내의 영혼이 딸의 몸 속으로 들어갔다는 충격적인 현실을 받아들이게 된다  한나는 둘만의 비밀을 지키며 계속 아내로 살기로 하지만 예전처럼 자신을 사랑해주지 않는 벤자민에겐 불만이 쌓인다  하지만 벤자민이 딸의 생활도 지켜주자고 설득하자 한나는 딸이 다니던 학교에 다니게 된다  자신을 사만다로 알고 있는 딸의 친구들의 짓궂은 행동에 곤란을 겪을 때도 있지만 어느새 한나는 딸의 생활에 점점 동화되어 가는데 
더 비지터: 리턴즈,14000.0,7.0,2017,기타,12세관람가,코미디,고생 끝에 20세기에서 과거로 돌아가는 방법을 찾은 고드프와 자꾸이  과거로 돌아가기 위해 새로운 마법의 물약을 한숨에 들이키지만  그들이 도착한 곳은 1123년이 아닌 1793년 프랑스 공포정치 시대  자꾸이의 먼 자손 앙트완 자꾸이에게 체포된 그들은 스파이로 몰려 재판을 기다린다  시민들이 귀족들을 기요틴에서 처형하며 자유와 평등을 외치는 사회에서 절대 왕정의 상징 루이 16세가 처형당하자  고드프는 왕자를 찾아 왕정을 되살리기 위해 감옥을 탈출한다  군대를 소집하기 위해 자신의 성  몽미라일 성 에 찾아간 고드프는 자신의 먼 자손들을 만나게 되고  얼떨결에 그들과 함께 공포정치를 피해 프랑스를 탈출하기 위한 모험에 빠져들고 마는데    과연 고드프는 이 위험한 여행에서 살아남아 과거로 돌아갈 수 있을 것인가 
